iter	Passed	Remaining
480	2960	3194
481	2966	3187
482	2972	3181
483	2978	3175
484	2983	3168
485	2990	3162
486	2996	3156
487	3004	3152
488	3010	3145
489	3015	3138
490	3021	3132
491	3027	3126
492	3033	3119
493	3039	3113
494	3045	3107
495	3051	3100
496	3057	3094
497	3062	3087
498	3068	3081
499	3074	3074
500	3080	3068
501	3086	3062
502	3092	3055
503	3098	3049
504	3104	3043
505	3110	3036
506	3115	3029
507	3121	3023
508	3127	3016
509	3133	3010
510	3139	3003
511	3144	2997
512	3150	2991
513	3156	2984
514	3162	2978
515	3168	2971
516	3173	2965
517	3179	2958
518	3185	2952
519	3191	2945
520	3198	2940
521	3203	2933
522	3209	2926
523	3214	2920
524	3220	2913
525	3226	2907
526	3232	2901
527	3238	2894
528	3243	2888
529	3249	2881
530	3255	2875
531	3261	2869
532	3266	2862
533	3272	2856
534	3278	2849
535	3284	2843
536	3289	2836
537	3295	2829
538	3301	2823
539	3310	2820
540	3317	2814
541	3325	2809
542	3332	2804
543	3338	2798
544	3344	2792
545	3350	2785
546	3356	2779
547	3362	2773
548	3368	2767
549	3374	2760
550	3379	2753
551	3386	2748
552	3392	2742
553	3398	2735
554	3403	2729
555	3409	2722
556	3415	2716
557	3420	2709
558	3426	2703
559	3432	2696
560	3438	2690
561	3443	2684
562	3450	2677
563	3455	2671
564	3461	2664
565	3467	2658
566	3473	2652
567	3479	2646
568	3484	2639
569	3490	2633
570	3496	2626
571	3501	2620
572	3507	2613
573	3513	2607
574	3519	2601
575	3524	2594
576	3530	2588
577	3536	2581
578	3542	2575
579	3548	2569
580	3554	2563
581	3560	2557
582	3565	2550
583	3571	2544
584	3578	2538
585	3584	2532
586	3590	2526
587	3597	2520
588	3602	2513
589	3608	2507
590	3614	2501
591	3621	2495
592	3627	2489
593	3634	2483
594	3640	2477
595	3647	2472
596	3653	2466
597	3659	2460
598	3666	2454
599	3672	2448
600	3679	2442
601	3688	2438
602	3695	2433
603	3701	2427
604	3708	2421
605	3714	2415
606	3721	2409
607	3727	2403
608	3733	2397
609	3740	2391
610	3746	2385
611	3753	2379
612	3759	2373
613	3765	2367
614	3772	2361
615	3779	2355
616	3785	2349
617	3792	2344
618	3798	2338
619	3805	2332
620	3811	2325
621	3817	2320
622	3823	2313
623	3829	2307
624	3835	2301
625	3842	2295
626	3849	2289
627	3855	2283
628	3860	2277
629	3867	2271
630	3873	2265
631	3880	2259
632	3886	2253
633	3892	2247
634	3898	2240
635	3904	2234
636	3911	2228
637	3917	2222
638	3923	2216
639	3930	2210
640	3936	2204
641	3942	2198
642	3948	2192
643	3955	2186
644	3963	2181
645	3970	2175
646	3976	2169
647	3983	2163
648	3989	2157
649	3995	2151
650	4002	2145
651	4008	2139
652	4014	2133
653	4020	2127
654	4027	2121
655	4033	2115
656	4040	2109
657	4046	2103
658	4052	2097
659	4058	2090
660	4065	2084
661	4071	2078
662	4077	2072
663	4084	2066
664	4091	2061
665	4097	2055
666	4104	2049
667	4110	2043
668	4116	2036
669	4123	2031
670	4129	2024
671	4135	2018
672	4140	2011
673	4146	2005
674	4153	1999
675	4159	1993
676	4165	1987
677	4171	1981
678	4177	1974
679	4183	1968
680	4188	1962
681	4194	1955
682	4200	1949
683	4205	1942
684	4211	1936
685	4217	1930
686	4223	1924
687	4229	1917
688	4235	1911
689	4241	1905
690	4247	1899
691	4253	1893
692	4259	1886
693	4265	1880
694	4270	1874
695	4276	1867
696	4283	1861
697	4289	1855
698	4294	1849
699	4300	1843
700	4306	1836
701	4312	1830
702	4318	1824
703	4324	1818
704	4330	1811
705	4335	1805
706	4341	1799
707	4348	1793
708	4353	1786
709	4359	1780
710	4365	1774
711	4371	1768
712	4377	1761
713	4383	1755
714	4389	1749
715	4395	1743
716	4400	1737
717	4406	1730
718	4412	1724
719	4418	1718
720	4424	1712
721	4430	1705
722	4436	1699
723	4442	1693
724	4448	1687
725	4454	1681
726	4460	1675
727	4466	1668
728	4472	1662
729	4478	1656
730	4484	1650
731	4490	1643
732	4495	1637
733	4501	1631
734	4507	1625
735	4513	1618
736	4519	1612
737	4524	1606
738	4530	1600
739	4537	1594
740	4543	1588
741	4550	1582
742	4556	1576
743	4562	1569
744	4568	1563
745	4575	1557
746	4581	1551
747	4587	1545
748	4593	1539
749	4599	1533
750	4605	1527
751	4611	1520
752	4617	1514
753	4624	1508
754	4630	1502
755	4636	1496
756	4642	1490
757	4648	1484
758	4654	1477
759	4660	1471
760	4666	1465
761	4672	1459
762	4677	1453
763	4684	1446
764	4689	1440
765	4695	1434
766	4701	1428
767	4707	1422
768	4713	1415
769	4719	1409
770	4725	1403
771	4731	1397
772	4736	1391
773	4743	1384
774	4749	1378
775	4755	1372
776	4761	1366
777	4767	1360
778	4773	1354
779	4779	1347
780	4784	1341
781	4791	1335
782	4797	1329
783	4803	1323
784	4809	1317
785	4814	1310
786	4820	1304
787	4826	1298
788	4834	1292
789	4840	1286
790	4846	1280
791	4852	1274
792	4858	1268
793	4864	1262
794	4870	1255
795	4876	1249
796	4882	1243
797	4888	1237
798	4894	1231
799	4899	1224
800	4905	1218
801	4911	1212
802	4919	1206
803	4926	1200
804	4932	1194
805	4938	1188
806	4944	1182
807	4950	1176
808	4957	1170
809	4963	1164
810	4969	1158
811	4976	1152
812	4982	1146
813	4989	1140
814	4995	1133
815	5001	1127
816	5008	1121
817	5014	1115
818	5021	1109
819	5027	1103
820	5033	1097
821	5039	1091
822	5046	1085
823	5052	1079
824	5058	1073
825	5064	1066
826	5071	1060
827	5077	1054
828	5084	1048
829	5090	1042
830	5096	1036
831	5102	1030
832	5109	1024
833	5115	1018
834	5122	1012
835	5128	1006
836	5134	999
837	5141	993
838	5147	987
839	5154	981
840	5160	975
841	5167	969
842	5173	963
843	5179	957
844	5185	951
845	5191	945
846	5198	938
847	5204	932
848	5211	926
849	5217	920
850	5224	914
851	5231	908
852	5238	902
853	5245	896
854	5251	890
855	5258	884
856	5264	878
857	5271	872
858	5277	866
859	5284	860
860	5290	854
861	5296	848
862	5304	842
863	5311	835
864	5317	829
865	5324	823
866	5330	817
867	5336	811
868	5342	805
869	5348	799
870	5355	793
871	5362	787
872	5368	781
873	5375	774
874	5381	768
875	5387	762
876	5394	756
877	5400	750
878	5406	744
879	5412	738
880	5418	731
881	5424	725
882	5430	719
883	5436	713
884	5442	707
885	5447	700
886	5453	694
887	5459	688
888	5465	682
889	5471	676
890	5477	670
891	5483	663
892	5489	657
893	5497	651
894	5503	645
895	5509	639
896	5515	633
897	5521	627
898	5526	620
899	5532	614
900	5539	608
901	5545	602
902	5551	596
903	5557	590
904	5563	583
905	5569	577
906	5575	571
907	5581	565
908	5587	559
909	5593	553
910	5599	547
911	5605	540
912	5611	534
913	5618	528
914	5624	522
915	5630	516
916	5636	510
917	5642	503
918	5648	497
919	5654	491
920	5661	485
921	5667	479
922	5673	473
923	5679	467
924	5686	461
925	5691	454
926	5697	448
927	5703	442
928	5709	436
929	5715	430
930	5721	424
931	5727	417
932	5733	411
933	5738	405
934	5744	399
935	5750	393
936	5756	387
937	5762	380
938	5768	374
939	5774	368
940	5779	362
941	5785	356
942	5791	350
943	5797	343
944	5803	337
945	5809	331
946	5815	325
947	5821	319
948	5826	313
949	5832	306
950	5838	300
951	5844	294
952	5850	288
953	5856	282
954	5862	276
955	5868	270
956	5874	263
957	5882	257
958	5888	251
959	5894	245
960	5900	239
961	5906	233
962	5912	227
963	5918	221
964	5924	214
965	5930	208
966	5936	202
967	5942	196
968	5947	190
969	5953	184
970	5959	177
971	5965	171
972	5971	165
973	5977	159
974	5982	153
975	5989	147
976	5996	141
977	6002	135
978	6007	128
979	6013	122
980	6019	116
981	6026	110
982	6032	104
983	6038	98
984	6044	92
985	6049	85
986	6055	79
987	6061	73
988	6067	67
989	6073	61
990	6079	55
991	6085	49
992	6091	42
993	6097	36
994	6102	30
995	6108	24
996	6114	18
997	6120	12
998	6125	6
999	6131	0
